Sno	Hospital Id	Hospital Name	State	District	Hospital Contact	Specialities Selected	Hospital Type	Empanelment Type	Submitted Date	Status Updated Date	Application Status	OnBoarded For Convergence Scheme	Upgraded Specialities	Current Specialities
3291	HOSP9P02696	naja hospital and research center pvt ltd	UTTAR PRADESH	JHANSI	9415030202	"BM,MG,MN,MP,SG,SP,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"BM, MG, MN, MP, SG, SP"
3292	HOSP9P02697	Sanjeeni nursing Home	UTTAR PRADESH	AMROHA	9756435467	"M1,M7,S1,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SO,"	"M1, M7, S1, S7, SO"
3293	HOSP9P02700	Indus Heart and Medical Centre	UTTAR PRADESH	LUCKNOW	9554125695	"M1,M1,M7,M1,S7,S1,S10,S11,S12,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SE,"	"M1, M7, S7, S1, S10, S11, S12, S5, SE"
3294	HOSP9P02710	LAXMI CHARITABLE HOSPITAL 	UTTAR PRADESH	CHANDAULI	7897991789	"M1,M7,S1,S16,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1, S16, S4"
3295	HOSP9P02725	Varun Trauma and Burn Centre Pvt Ltd	UTTAR PRADESH	ALIGARH	9837952666	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,S1,S10,S11,S12,S4,S5,S6,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SL,SM,"	"M1, M2, S8, M7, S7, M3, S1, S10, S11, S12, S4, S5, S6, S9, SL, SM"
3296	HOSP9P02760	RIDA HOSPITAL	UTTAR PRADESH	LUCKNOW	9335902391	"M1,M7,M2,S1,S2,S3,S4,S5,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, S1, S2, S3, S4, S5, S7"
3297	HOSP9P02763	SHEKHAR HOSPITAL PVT LTD	UTTAR PRADESH	LUCKNOW	9935786456	"M1,M1,M2,S8,M1,M7,M1,S7,M2,S1,S13,S2,S3,S4,S5,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,"	"M1, M2, S8, M7, S7, S1, S13, S2, S3, S4, S5, S9, MC"
3298	HOSP9P02775	Kamakhaya Hospital 	UTTAR PRADESH	LUCKNOW	9415002546	"M1,M1,M7,M2,S1,S2,S4,S5,S7,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, S1, S2, S4, S5, S7"
3299	HOSP9P02778	Fatima Hospital	UTTAR PRADESH	GHAZIPUR	9628755666	"M2,S1,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M2, S1, S4"
3300	HOSP9P02787	M S Memorial Netralaya 	UTTAR PRADESH	GHAZIPUR	8004800688	"S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3301	HOSP9P02800	NAV JEEVAN HOSPITAL	UTTAR PRADESH	ALLAHABAD	9695738314	"M1,S7,S1,S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, S7, S1, S4, S5"
3302	HOSP9P02806	AKSHI EYE CARE CENTRE	UTTAR PRADESH	KANPUR NAGAR	9415125522	"S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3303	HOSP9P02815	DR R D MEMORIAL HOSPITAL	UTTAR PRADESH	CHANDAULI	9415452354	"M1,M7,M2,S1,S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SU,"	"M1, M7, M2, S1, S4, S5, SU"
3304	HOSP9P02823	BHARTI HOSPITAL	UTTAR PRADESH	MATHURA	8958017079	"M1,M1,M7,S16,S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S16, S3"
3305	HOSP9P02832	life line hospital	UTTAR PRADESH	VARANASI	7752800468	"M1,M7,M2,M3,S1,S10,S11,S4,S5,S8,S9,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, M3, S1, S10, S11, S4, S5, S8, S9"
3306	HOSP9P02840	JAGAT HOSPITAL	UTTAR PRADESH	FAIZABAD	9415154885	"S1,S10,S11,S16,S5,S7,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S1, S10, S11, S16, S5, S7, S8, S9"
3307	HOSP9P02850	SM HOSPITAL 	UTTAR PRADESH	FARRUKHABAD	9336183604	"M1,M7,S1,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1, S5"
3308	HOSP9P02852	AVADH HOSPITAL AND HEART CENTRE	UTTAR PRADESH	LUCKNOW	9935599966	"MC,MG,MP,SB,SL,SM,SN,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"MC, MG, MP, SB, SL, SM, SN, SO"
3309	HOSP9P02853	shri sitaram meorial hospial	UTTAR PRADESH	ALLAHABAD	9911408701	"M1,M1,M7,M2,M3,S1,S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, M3, S1, S4, S5"
3310	HOSP9P02879	RELIANCE SURGICAL HOSPITAL	UTTAR PRADESH	VARANASI	9415218245	"S1,S16,S4,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SE,"	"S1, S16, S4, S7, SE"
3311	HOSP9P02880	SHARDA NARAYAN	UTTAR PRADESH	MAU	9454868686	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,S1,S12,S15,S16,S2,S3,S4,S5,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, M3, M4, M5, S1, S12, S15, S16, S2, S3, S4, S5, S9"
3312	HOSP9P02882	gayatri hospital	UTTAR PRADESH	GONDA	9415165148	"S1,S4,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S1, S4, S7"
3313	HOSP9P02914	Ashutosh Multispeciality Hospital	UTTAR PRADESH	CHANDAULI	9565888686	"ER,ID,SG,SO,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"ER, ID, SG, SO"
3314	HOSP9P02942	VEDANTA HOSPITAL 	UTTAR PRADESH	AZAMGARH	9999821212	"M1,M7,M3,S1,S10,S11,S4,S5,S6,S7,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,"	"M1, M7, M3, S1, S10, S11, S4, S5, S6, S7, S8, S9, MC"
3315	HOSP9P02988	Gopi Krishna Hospital	UTTAR PRADESH	MATHURA	9761055000	"M2,S1,S4,S5,S6,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,SL,SU,"	"M2, S1, S4, S5, S6, MG, SL, SU"
3316	HOSP9P03005	Sharda Hospital	UTTAR PRADESH	GAUTAM BUDDHA NAGAR	9354936701	"M1,M1,M7,M1,S7,M2,M3,M4,M5,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S7, M2, M3, M4, M5, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S8, S9"
3317	HOSP9P03022	SPARSH HOSPITAL	UTTAR PRADESH	BAREILLY	9837392100	"S3,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3318	HOSP9P03048	ANAND HOSPITAL MULTISPECIALITY	UTTAR PRADESH	AZAMGARH	9415522222	"M1,M7,M2,S16,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SG,"	"M1, M7, M2, S16, S4, SG"
3319	HOSP9P03066	SANJAY GANDHI HOSPITAL	UTTAR PRADESH	Amethi	9839001585	"M1,M1,M7,M2,M3,S16,S2,S4,S5,S6,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,SC,"	"M1, M7, M2, M3, S16, S2, S4, S5, S6, MC, SC"
3320	HOSP9P03069	APOLLO LASER EYE HOSPITAL	UTTAR PRADESH	MORADABAD	9412235599	"S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3321	HOSP9P03071	sahara hospital andsurgical center by passroad robertsganj sonebhadra	UTTAR PRADESH	SONBHADRA	9452798614	"M1,M7,S1,S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1, S4, S5"
3322	HOSP9P03072	kalpana multispeciality hospital and reserch center	UTTAR PRADESH	VARANASI	7705009040	"M1,M7,S1,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SB,ST,SU,"	"M1, M7, S1, S4, SB, ST, SU"
3323	HOSP9P03074	agarwal life line hospital teruma center pvt ltd	UTTAR PRADESH	MATHURA	7500246615	"M1,M2,S8,M1,M7,M1,S7,S1,S4,S5,S6,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, S1, S4, S5, S6"
3324	HOSP9P03081	YASH HOSPITAL	UTTAR PRADESH	ALLAHABAD	9235659063	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,S1,S10,S11,S14,S2,S3,S4,S5,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,MO,SC,"	"M1, M2, S8, M7, S7, M3, S1, S10, S11, S14, S2, S3, S4, S5, S9, MC, MO, SC"
3325	HOSP9P03086	PARK HOSPITAL 	UTTAR PRADESH	GORAKHPUR	9336853010	"M1,M2,S8,M1,M7,S1,S10,S11,S2,S4,S5,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SM,"	"M1, M2, S8, M7, S1, S10, S11, S2, S4, S5, S7, SM"
3326	HOSP9P03087	RAVI UNITY HOSPITAL	UTTAR PRADESH	FIROZABAD	9634655560	"M1,M1,M7,M2,M3,S1,S14,S16,S2,S3,S4,S5,S6,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, M3, S1, S14, S16, S2, S3, S4, S5, S6, S7"
3327	HOSP9P03106	jeevan jyoti hospital	UTTAR PRADESH	FIROZABAD	9412268401	"S1,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S1
3328	HOSP9P03107	NAVJEEVAN HOOPITAL AND INSTITUTE OF PARAMEDICAL SCIENSES	UTTAR PRADESH	SULTANPUR	9651480966	"S1,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S1, S4"
3329	HOSP9P03124	EYE CARE AZAMGARH PVT LTD	UTTAR PRADESH	AZAMGARH	8052397477	"S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3330	HOSP9P03134	ROHILKHAND HOSPITAL	UTTAR PRADESH	SHAHJAHANPUR	9927167788	"M1,M1,M7,M2,M3,S1,S16,S2,S3,S4,S5,S6,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SN,SU,"	"M1, M7, M2, M3, S1, S16, S2, S3, S4, S5, S6, SN, SU"
3331	HOSP9P03135	MGM HOSPITAL AND RESEARCH CENTRE 	UTTAR PRADESH	ALLAHABAD	7706830802	"M1,M7,S1,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1"
3332	HOSP9P03151	City super speciality hospital 	UTTAR PRADESH	MATHURA	9410093700	"M1,M1,M7,M2,S1,S16,S2,S4,S5,S6,S7,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,"	"M1, M7, M2, S1, S16, S2, S4, S5, S6, S7, S8, S9, MC"
3333	HOSP9P03161	Diksha Hospital	UTTAR PRADESH	ALLAHABAD	9198759398	"S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S4, S5"
3334	HOSP9P03165	Saini Eye Centre	UTTAR PRADESH	ALIGARH	9411903732	"SE,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	SE
3335	HOSP9P03167	SHANTANU NURSING HOME	UTTAR PRADESH	PRATAPGARH	9415337789	"S1,S16,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SU,"	"S1, S16, S5, SU"
3336	HOSP9P03196	Vansh Hospital and Trauma Centre	UTTAR PRADESH	ALIGARH	9897198719	"S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,SG,SN,SP,SU,"	"S4, S5, MG, SG, SN, SP, SU"
3337	HOSP9P03198	manav hospital	UTTAR PRADESH	GHAZIABAD	9718942666	"S3,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S3, S5"
3338	HOSP9P03212	GR HOSPITAL	UTTAR PRADESH	MATHURA	6395533463	"M1,M7,M2,M3,S1,S14,S2,S4,S5,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, M3, S1, S14, S2, S4, S5, S7"
3339	HOSP9P03219	Hospital Akshayavat and Trauma Centre	UTTAR PRADESH	ALLAHABAD	7054201034	"M1,M7,S1,S4,S5,S8,S9,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1, S4, S5, S8, S9"
3340	HOSP9P03239	SHANTIRAM NETRA CENTER	UTTAR PRADESH	VARANASI	7678805224	"S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3341	HOSP9P03255	RAMGANGA EYE HEALTH	UTTAR PRADESH	MORADABAD	9456078593	"S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3342	HOSP9P03293	RAHUL HOSPITAL	UTTAR PRADESH	MAU	8808080110	"M1,M7,M2,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2"
3343	HOSP9P03296	Navdeep Hospital And Research Centre	UTTAR PRADESH	AGRA	9319118603	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,S1,S10,S11,S14,S15,S16,S3,S4,S5,S6,S7,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, M3, S1, S10, S11, S14, S15, S16, S3, S4, S5, S6, S9"
3344	HOSP9P03327	Central Hospital	UTTAR PRADESH	ALIGARH	9837156291	"S1,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MG,SB,"	"S1, S4, MG, SB"
3345	HOSP9P03328	Varanasi Hospital	UTTAR PRADESH	VARANASI	9839212133	"M1,M1,M7,S1,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SB,"	"M1, M7, S1, S7, SB"
3346	HOSP9P03344	ORTHO AND FRACTURE NURSHING HOME	UTTAR PRADESH	MAINPURI	9412286706	"S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S5
3347	HOSP9P03345	GANGASHEEL ADVANCED MEDICAL RESEARCH INSTITUTE	UTTAR PRADESH	BAREILLY	9690054444	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M5,S1,S10,S11,S12,S13,S16,S2,S3,S4,S5,S6,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S13, S16, S2, S3, S4, S5, S6, S9"
3348	HOSP9P03347	RUMA HOSPITAL 	UTTAR PRADESH	PRATAPGARH	9450185865	"M1,M1,M7,M1,S7,S1,S16,S4,S5,S6,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S7, S1, S16, S4, S5, S6"
3349	HOSP9P03352	MOHAKSHREE HOSPITAL PRIVATE LIMITEDE	UTTAR PRADESH	ALLAHABAD	7860588588	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M4,M5,S1,S10,S11,S15,S2,S3,S4,S5,S6,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, M3, M4, M5, S1, S10, S11, S15, S2, S3, S4, S5, S6"
3350	HOSP9P03362	Nav Jyoti Hospital	UTTAR PRADESH	ALLAHABAD	9670849504	"M1,M1,M7,M2,S1,S16,S4,S5,S8,S9,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, S1, S16, S4, S5, S8, S9"
3351	HOSP9P03367	RELIEF HOSPITAL TRAUMA AND CRITICAL CARE	UTTAR PRADESH	LUCKNOW	9455555777	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,S1,S14,S16,S2,S4,S5,S6,S7,S8,S9,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, M3, S1, S14, S16, S2, S4, S5, S6, S9"
3352	HOSP9P03372	Sanjeevani Nursing Home	UTTAR PRADESH	PRATAPGARH	9450695221	"M1,M7,S1,S4,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1, S4, S7"
3353	HOSP9P03386	MAINPURI NUSHING HOME MAINPURI	UTTAR PRADESH	MAINPURI	9457056500	"M1,M7,S1,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1, S4"
3354	HOSP9P03389	DR RAGNI AGARWAL NURSHING HOME MAINPURI	UTTAR PRADESH	MAINPURI	9837001759	"S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S4, S5"
3355	HOSP9P03398	KHAIR MEMORIAL HOSPITAL BASTI	UTTAR PRADESH	BASTI	8853777101	"S1,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SE,"	"S1, SE"
3356	HOSP9P03417	INTEGRAL HOSPITAL	UTTAR PRADESH	LUCKNOW	7704977072	"M1,M1,M7,M2,M3,S1,S16,S2,S3,S4,S5,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SP,SU,"	"M1, M7, M2, M3, S1, S16, S2, S3, S4, S5, SP, SU"
3357	HOSP9P03419	global shanti care hospital	UTTAR PRADESH	SHAMLI	9917202020	"M1,M7,S1,S3,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SB,SL,"	"M1, M7, S1, S3, S4, SB, SL"
3358	HOSP9P03422	RAMANUUJ  HOSPITAL	UTTAR PRADESH	GHAZIABAD	9717582519	"M1,M7,M2,S1,S2,S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SU,"	"M1, M7, M2, S1, S2, S4, S5, SU"
3359	HOSP9P03439	DUVEEP KIRAN NURSING HOME	UTTAR PRADESH	ETAWAH	9412283354	"S2,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S2
3360	HOSP9P03464	KESWANI HOSPITAL	UTTAR PRADESH	ALLAHABAD	9415190676	"M1,M2,S8,M1,M7,S1,S10,S11,S2,S4,S5,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S1, S10, S11, S2, S4, S5, S7"
3361	HOSP9P03471	Manas hospital unit of sharma medical centre private lmt	UTTAR PRADESH	GAUTAM BUDDHA NAGAR	9911171195	"M1,M1,M7,M1,S7,M2,M3,S1,S16,S2,S4,S5,S6,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MO,"	"M1, M7, S7, M2, M3, S1, S16, S2, S4, S5, S6, MO"
3362	HOSP9P03473	Saluja nursing home pvt Ltd Mela road Lakhimpur kheri 	UTTAR PRADESH	KHERI	9450918704	"S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S5
3363	HOSP9P03489	SURBHI HOSPITAL PVT LTD	UTTAR PRADESH	GAUTAM BUDDHA NAGAR	8750044323	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M5,S1,S14,S15,S2,S3,S4,S5,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, M5, S1, S14, S15, S2, S3, S4, S5, S9"
3364	HOSP9P03493	SAI JYOTI EYE CARE CENTRE	UTTAR PRADESH	ALIGARH	9760038294	"S3,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3365	HOSP9P03501	BHARGAVA HOSPITAL AND TRAUMA CENTRE	UTTAR PRADESH	VARANASI	9919714863	"S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S4, S5"
3366	HOSP9P03505	SANTOSH HOSPITAL	UTTAR PRADESH	MEERUT	9810339099	"M1,M1,M2,S8,M1,M7,M2,M3,S1,S10,S11,S16,S2,S4,S5,S6,S7,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"MC,"	"M1, M2, S8, M7, M3, S1, S10, S11, S16, S2, S4, S5, S6, S7, S9, MC"
3367	HOSP9P03514	KP Singh Hospital	UTTAR PRADESH	FARRUKHABAD	9415432227	"M1,M7,M2,S1,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, S1"
3368	HOSP9P03519	katiyar nursing home dharmshala road hardoi	UTTAR PRADESH	HARDOI	9560703162	"M1,M7,M2,M3,S1,S3,S4,S5,S6,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, M3, S1, S3, S4, S5, S6, S7"
3369	HOSP9P03528	Kirti Krishna Children Hospital	UTTAR PRADESH	HARDOI	9415175718	"M2,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	M2
3370	HOSP9P03537	HERITAGE INSTITUTE OF MEDICAL SCIENCES	UTTAR PRADESH	VARANASI	6392516450	"M1,M1,M7,M1,S7,M2,M3,S1,S10,S11,S16,S2,S3,S4,S5,S6,S8,S9,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"IN,MC,"	"M1, M7, S7, M2, M3, S1, S10, S11, S16, S2, S3, S4, S5, S6, S8, S9, IN, MC"
3371	HOSP9P03541	City Hospital	UTTAR PRADESH	VARANASI	8112400099	"M1,M7,S1,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S1, S5"
3372	HOSP9P03551	Astha Hospital and Diagnostic Centre	UTTAR PRADESH	BARABANKI	9935404042	"M1,M7,M2,M3,S1,S14,S2,S4,S5,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, M3, S1, S14, S2, S4, S5, S7"
3373	HOSP9P03582	SHIVANI HOSPITAL MAINPURI	UTTAR PRADESH	MAINPURI	9897729977	"M1,M7,M2,S1,S4,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, S1, S4"
3374	HOSP9P03594	VINEETA HOSPITAL PVT LTD	UTTAR PRADESH	ALLAHABAD	9335078743	"M1,M1,M2,S8,M1,M7,M1,S7,M2,M3,M5,S1,S10,S11,S12,S13,S14,S15,S16,S2,S3,S4,S5,S6,S7,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9"
3375	HOSP9P03599	New Tejmati Hospital Samda Raod babura manjhanpur  Kaushambi 	UTTAR PRADESH	KAUSHAMBI	9919494114	"M1,M7,M2,S1,S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, M2, S1, S4, S5"
3376	HOSP9P03601	SAKSHI CHARITABLE HOSPITAL	UTTAR PRADESH	ALLAHABAD	9005234627	"S1,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S1
3377	HOSP9P03616	ESHAN HOSPITALS PVT LTD	UTTAR PRADESH	BAREILLY	9837041574	"S1,S10,S11,S2,S4,S5,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S1, S10, S11, S2, S4, S5"
3378	HOSP9P03623	Isha Hospital	UTTAR PRADESH	JAUNPUR	6307944857	"M1,M7,M1,S7,M2,M3,S1,S10,S11,S2,S3,S4,S5,S6,S7,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M7, S7, M2, M3, S1, S10, S11, S2, S3, S4, S5, S6, S8, S9"
3379	HOSP9P03626	Gupta Surgical Hospital	UTTAR PRADESH	MAU	9415219058	"S1,S7,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"S1, S7"
3380	HOSP9P03630	Dr Ram Niwas Gupta Hospital	UTTAR PRADESH	BUDAUN	9818059321	"M1,M1,M7,M2,M3,S1,S6,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	"SE,"	"M1, M7, M2, M3, S1, S6, SE"
3381	HOSP9P03700	Sant Kabir Eye Hospital	UTTAR PRADESH	BASTI	8604152909	"S3,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	S3
3382	HOSP9P03707	SRI GORACHCHA NATH CHIKITSALYA NIRMAN AVAM VYAWASTHAPIKA SAMITI 	UTTAR PRADESH	GORAKHPUR	7311100131	"M1,M1,M2,S8,M1,M7,M2,S1,S10,S11,S12,S15,S2,S3,S4,S5,S7,S8,S9,"	Private(Not For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S1, S10, S11, S12, S15, S2, S3, S4, S5, S7, S9"
3383	HOSP9P03709	JAI HOSPITAL AND RESEARCH CENTRE	UTTAR PRADESH	AGRA	9897048048	"M1,M2,S8,M1,M7,S1,S16,S2,S5,S6,S8,S9,"	Private(For Profit)	PMJAY	-NA-	-NA-	Hospital Approved for Empanelment	No	NA	"M1, M2, S8, M7, S1, S16, S2, S5, S6, S9"
